PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
48,1,3,2,0.8366423725,0,0,0.01512699257,3
49,0,3,1,0.208343805,2,0,0.04231498029,1
50,0,3,2,0.2209097763,1,0,0.03474328615,2
51,0,3,1,0.08268409148,4,1,0.07746484097,2
52,0,3,1,0.2586076904,0,0,0.01522458607,2
53,1,1,2,0.6104548882,1,0,0.1497654243,1
54,1,2,2,0.3591354612,1,0,0.05074862022,2
55,0,1,1,0.8115104298,0,1,0.1209753416,1
56,1,1,1,0.5099271174,0,0,0.0692913853,2
57,1,2,2,0.2586076904,0,0,0.02049463509,2
58,0,3,1,0.3528524755,0,0,0.01411045867,1
59,1,2,2,0.05755214878,1,2,0.05416439274,2
60,0,3,1,0.1329479769,5,2,0.0915427034,2
61,0,3,1,0.2711736617,0,0,0.01411045867,1
62,1,1,2,0.4722292033,0,0,0.1561496007,2
63,0,1,1,0.5601910028,1,0,0.162932349,2
64,0,3,1,0.04498617743,3,2,0.05445717324,2
65,0,1,1,0.9748680573,0,0,0.05410739813,1
66,1,3,1,0.7235486303,1,1,0.02975781978,1
67,1,2,2,0.3591354612,0,0,0.02049463509,2
68,0,3,1,0.2334757477,0,0,0.01592394109,2
69,1,3,2,0.208343805,4,2,0.01546856982,2
70,0,3,1,0.3214375471,2,0,0.01690807395,2
71,0,2,1,0.3968333752,0,0,0.02049463509,2
72,0,3,2,0.1957778336,5,2,0.0915427034,2
73,0,2,1,0.2586076904,0,0,0.1434624456,2
74,0,3,1,0.3214375471,1,0,0.02821271948,1
75,1,3,1,0.3968333752,0,0,0.1102724576,2
76,0,3,1,0.3088715758,0,0,0.01493180557,2
77,0,3,1,0.2711736617,0,0,0.01541157521,2
78,0,3,1,0.6104548882,0,0,0.01571255357,2
79,1,2,1,0.005152048253,0,2,0.05660423025,2
80,1,3,2,0.3717014325,0,0,0.02434957836,2
81,0,3,1,0.2711736617,0,0,0.01756683008,2
82,1,3,1,0.3591354612,0,0,0.01854276508,2
83,1,3,2,0.7235486303,0,0,0.01520018769,3
84,0,1,1,0.3465694898,0,0,0.0919330774,2
85,1,2,2,0.208343805,0,0,0.02049463509,2
86,1,3,2,0.4093993466,3,0,0.03093713964,2
87,0,3,1,0.1957778336,1,3,0.06709553154,2
88,0,3,1,0.246041719,0,0,0.01571255357,2
89,1,1,2,0.2837396331,3,2,0.5133418123,2
90,0,3,1,0.2963056044,0,0,0.01571255357,2
91,0,3,1,0.3591354612,0,0,0.01571255357,2
92,0,3,1,0.246041719,0,0,0.01533037742,2
93,0,1,1,0.5727569741,1,0,0.1194056478,2
94,0,3,1,0.3214375471,1,2,0.04015972543,2
95,0,3,1,0.7361146017,0,0,0.01415105756,2
96,0,3,1,0.962302086,0,0,0.01571255357,2
97,0,1,1,0.8869062579,0,0,0.06764049365,1
98,1,1,1,0.2837396331,0,1,0.1236671656,1
99,1,2,2,0.4219653179,0,1,0.0448930102,2
100,0,2,1,0.4219653179,1,0,0.05074862022,2
101,0,3,2,0.3465694898,0,0,0.01541157521,2
102,0,3,1,0.6607187736,0,0,0.01541157521,2
103,0,1,1,0.2586076904,0,1,0.1508551533,2
104,0,3,1,0.4093993466,0,0,0.01689187343,2
105,0,3,1,0.459663232,2,0,0.01546856982,2
106,0,3,1,0.3465694898,0,0,0.01541157521,2
107,1,3,2,0.2586076904,0,0,0.01493180557,2
108,1,3,1,0.8366423725,0,0,0.01517578932,2
109,0,3,1,0.4722292033,0,0,0.01541157521,2
110,1,3,2,0.4722292033,1,0,0.04713766071,3
111,0,1,1,0.5853229455,0,0,0.1014972404,2
112,0,3,2,0.1769288766,1,0,0.02821271948,1
113,0,3,1,0.2711736617,0,0,0.01571255357,2
114,0,3,2,0.246041719,1,0,0.01917712283,2
115,0,3,2,0.208343805,0,0,0.02822072215,1
116,0,3,1,0.2586076904,0,0,0.01546856982,2
117,0,3,1,0.8806232722,0,0,0.01512699257,3
118,0,2,1,0.3591354612,1,0,0.04098927018,2
119,0,1,1,0.2963056044,0,1,0.483128426,1
120,0,3,2,0.01985423473,4,2,0.06104473452,2
121,0,2,1,0.2586076904,2,0,0.1434624456,2
122,0,3,1,0.2209097763,0,0,0.01571255357,2
123,0,2,1,0.4031163609,1,0,0.05869429265,1
124,1,2,2,0.4031163609,0,0,0.02537431011,2
125,0,1,1,0.6732847449,0,1,0.1508551533,2
126,1,3,1,0.1455139482,1,0,0.02194233708,1
127,0,3,1,0.9497361146,0,0,0.01512699257,3
128,1,3,1,0.2963056044,0,0,0.01393967004,2
129,1,3,2,0.8492083438,1,1,0.04364049521,1
130,0,3,1,0.5601910028,0,0,0.01361429331,2
131,0,3,1,0.4093993466,0,0,0.01541157521,1
132,0,3,1,0.246041719,0,0,0.01376068356,2
133,0,3,2,0.5853229455,1,0,0.02830211512,2
134,1,2,2,0.3591354612,1,0,0.05074862022,2
135,0,2,1,0.3088715758,0,0,0.02537431011,2
136,0,2,1,0.2837396331,0,0,0.02936744578,1
137,1,1,2,0.2334757477,0,2,0.051301585,2
138,0,1,1,0.459663232,1,0,0.1036442975,2
139,0,3,1,0.1957778336,0,0,0.01798980031,2
140,0,1,1,0.2963056044,0,0,0.1545881047,1
141,0,3,2,0.6230208595,0,2,0.02975781978,1
142,1,3,2,0.2711736617,0,0,0.01512699257,2
143,1,3,2,0.2963056044,1,0,0.03093713964,2
144,0,3,1,0.2334757477,0,0,0.01317512256,3
145,0,2,1,0.2209097763,0,0,0.0224465051,2
146,0,2,1,0.2334757477,1,1,0.07173122282,2
147,1,3,1,0.3340035185,0,0,0.01521638821,2
148,0,3,2,0.1078160342,2,2,0.06709553154,2
149,0,2,1,0.4533802463,0,2,0.05074862022,2
150,0,2,1,0.5224930887,0,0,0.02537431011,2
151,0,2,1,0.6355868309,0,0,0.02444717186,2
152,1,1,2,0.2711736617,1,0,0.1299945426,2
153,0,3,1,0.6921337019,0,0,0.01571255357,2
154,0,3,1,0.5036441317,0,2,0.02830211512,2
155,0,3,1,0.6984166876,0,0,0.01427304944,2
156,0,1,1,0.6355868309,0,1,0.1198042196,1
157,1,3,2,0.1957778336,0,0,0.01509439634,3
158,0,3,1,0.3717014325,0,0,0.01571255357,2
159,0,3,1,0.08268409148,0,0,0.01690807395,2
160,0,3,1,0.8366423725,8,2,0.1357525591,2
161,0,3,1,0.5476250314,0,1,0.03142510714,2
162,1,2,2,0.497361146,0,0,0.03074195264,2
163,0,3,1,0.3214375471,0,0,0.01517578932,2
164,0,3,1,0.208343805,0,0,0.01690807395,2
165,0,3,1,0.007288263383,4,1,0.07746484097,2
166,1,3,1,0.1078160342,0,2,0.04006213193,2
167,1,1,2,0.5350590601,0,1,0.1073528505,2
168,0,3,2,0.5601910028,1,4,0.05445717324,2
169,0,1,1,0.6607187736,0,0,0.05060222997,2
170,0,3,1,0.3465694898,0,0,0.1102724576,2
171,0,1,1,0.7612465444,0,0,0.06538764529,2
172,0,3,1,0.04498617743,4,1,0.056848214,3
173,1,3,2,0.007288263383,1,1,0.02173075437,2
174,0,3,1,0.2586076904,0,0,0.01546856982,2
175,0,1,1,0.6984166876,0,0,0.05991421141,1
176,0,3,1,0.2209097763,1,1,0.01533037742,2
177,0,3,1,0.9371701433,3,1,0.04970768795,2
178,0,1,2,0.6230208595,0,0,0.05604306762,1
179,0,2,1,0.3717014325,0,0,0.02537431011,2
180,0,3,1,0.4470972606,0,0,0,2
181,0,3,2,0.5224930887,8,2,0.1357525591,2
182,0,2,1,0.007288263383,0,0,0.02937564363,1
183,0,3,1,0.1078160342,4,2,0.06126431989,2
184,1,2,1,0.007288263383,2,1,0.07612293033,2
185,1,3,2,0.04498617743,0,2,0.04298993694,2
186,0,1,1,0.710982659,0,0,0.09759350043,2
187,1,3,2,0.8240764011,1,0,0.03025398513,3
188,1,1,1,0.5601910028,0,0,0.05182214873,2
189,0,3,1,0.497361146,1,1,0.03025398513,3
190,0,3,1,0.4470972606,0,0,0.01541157521,2
191,1,2,2,0.3968333752,0,0,0.02537431011,2
192,0,2,1,0.2334757477,0,0,0.02537431011,2
193,1,3,2,0.2334757477,1,0,0.01533037742,2
194,1,2,1,0.03242020608,1,1,0.05074862022,2
195,1,1,2,0.5476250314,0,0,0.05410739813,1
196,1,1,2,0.7235486303,0,0,0.2859895552,1
197,0,3,1,0.8743402865,0,0,0.01512699257,3
198,0,3,1,0.5224930887,0,1,0.01640390593,2
199,1,3,2,0.6607187736,0,0,0.01512699257,3
200,0,2,2,0.2963056044,0,0,0.02537431011,2
201,0,3,1,0.3465694898,0,0,0.01854276508,2
202,0,3,1,0.7235486303,8,2,0.1357525591,2
203,0,3,1,0.4219653179,0,0,0.0126789572,2
204,0,3,1,0.5664739884,0,0,0.01410226081,1
205,1,3,1,0.2209097763,0,0,0.01571255357,2
206,0,3,2,0.01985423473,0,1,0.02042143996,2
207,0,3,1,0.3968333752,1,0,0.03093713964,2
208,1,3,1,0.3214375471,0,0,0.03667075779,1
209,1,3,2,0.1957778336,0,0,0.01512699257,3
210,1,1,1,0.497361146,0,0,0.06050797027,1
211,0,3,1,0.2963056044,0,0,0.01376068356,2
212,1,2,2,0.4345312893,0,0,0.04098927018,2
213,0,3,1,0.2711736617,0,0,0.01415105756,2
214,0,2,1,0.3717014325,0,0,0.02537431011,2
215,0,3,1,0.7989444584,1,0,0.01512699257,3
216,1,1,2,0.3842674039,1,0,0.2210980752,1
217,1,3,2,0.3340035185,0,0,0.01546856982,2
218,0,2,1,0.5224930887,1,0,0.05270049023,2
219,1,1,2,0.3968333752,0,0,0.1489114811,1
220,0,2,1,0.3717014325,0,0,0.02049463509,2
221,1,3,1,0.1957778336,0,0,0.01571255357,2
222,0,2,1,0.3340035185,0,0,0.02537431011,2
223,0,3,1,0.6355868309,0,0,0.01571255357,2
224,0,3,1,0.7863784871,0,0,0.01541157521,2
225,1,1,1,0.4722292033,1,0,0.1756683008,2
226,0,3,1,0.2711736617,0,0,0.01824998458,2
227,1,2,1,0.2334757477,0,0,0.02049463509,2
228,0,3,1,0.2523247047,0,0,0.01415105756,2
229,0,2,1,0.2209097763,0,0,0.02537431011,2
230,0,3,2,0.6858507163,3,1,0.04970768795,2
231,1,1,2,0.4345312893,1,0,0.162932349,2
232,0,3,1,0.3591354612,0,0,0.01517578932,2
233,0,2,1,0.7361146017,0,0,0.02635024512,2
234,1,3,2,0.05755214878,4,2,0.06126431989,2
235,0,2,1,0.2963056044,0,0,0.02049463509,2
236,0,3,2,0.4093993466,0,0,0.01473661856,2
237,0,2,1,0.5476250314,1,0,0.05074862022,2
238,1,2,2,0.09525006283,0,2,0.05123658773,2
239,0,2,1,0.2334757477,0,0,0.02049463509,2
240,0,2,1,0.4093993466,0,0,0.02395920436,2
241,0,3,2,0.9874340287,1,0,0.02821271948,1
242,1,3,2,0.2334757477,1,0,0.03025398513,3
243,0,2,1,0.3591354612,0,0,0.02049463509,2
244,0,3,1,0.2711736617,0,0,0.01390707381,2
245,0,3,1,0.3717014325,0,0,0.01410226081,1
246,0,1,1,0.5476250314,2,0,0.1756683008,3
247,0,3,2,0.3088715758,0,0,0.01517578932,2
248,1,2,2,0.2963056044,0,2,0.02830211512,2
249,1,1,1,0.459663232,1,1,0.1025789668,2
250,0,2,1,0.6732847449,1,0,0.05074862022,2
251,0,3,1,0.962302086,0,0,0.01415105756,2
252,0,3,2,0.3591354612,1,1,0.02042143996,2
253,0,1,1,0.7738125157,0,0,0.05182214873,2
254,0,3,1,0.3717014325,1,0,0.03142510714,2
255,0,3,2,0.5099271174,0,2,0.03945217255,2
256,1,3,2,0.3591354612,0,2,0.02975781978,1
257,1,1,2,0.5727569741,0,0,0.1545881047,1
258,1,1,2,0.3717014325,0,0,0.1688367557,2
259,1,1,2,0.4345312893,0,0,1,1
260,1,2,2,0.6230208595,0,1,0.05074862022,2
261,0,3,1,0.9371701433,0,0,0.01512699257,3
262,1,3,1,0.03242020608,4,2,0.06126431989,2
263,0,1,1,0.6481528022,1,1,0.1554664462,2
264,0,1,1,0.497361146,0,0,0,2
265,0,3,2,0.4219653179,0,0,0.01512699257,3
266,0,2,1,0.4470972606,0,0,0.02049463509,2
267,0,3,1,0.1957778336,4,1,0.07746484097,2
268,1,3,1,0.3088715758,1,0,0.01517578932,2
269,1,1,2,0.7235486303,0,1,0.2995388512,2
270,1,1,2,0.4345312893,0,0,0.2647385704,2
271,0,1,1,0.2334757477,0,0,0.06050797027,2
272,1,3,1,0.3088715758,0,0,0,2
273,1,2,2,0.5099271174,0,1,0.03806146517,2
274,0,1,1,0.459663232,0,1,0.05797053925,1
275,1,3,2,0.8366423725,0,0,0.01512699257,3
276,1,1,2,0.7863784871,1,0,0.1521644677,2
277,0,3,2,0.5601910028,0,0,0.01512699257,2
278,0,2,1,0.2334757477,0,0,0,2
279,0,3,1,0.08268409148,4,1,0.056848214,3
280,1,3,2,0.4345312893,1,1,0.03952536767,2
281,0,3,1,0.8115104298,0,0,0.01512699257,3
282,0,3,1,0.3465694898,0,0,0.01533037742,2
283,0,3,1,0.1957778336,0,0,0.01854276508,2
284,1,3,1,0.2334757477,0,0,0.01571255357,2
285,0,1,1,0.4847951747,0,0,0.05074862022,2
286,0,3,1,0.4093993466,0,0,0.01690807395,1
287,1,3,1,0.3717014325,0,0,0.01854276508,2
288,0,3,1,0.2711736617,0,0,0.01541157521,2
289,1,2,1,0.5224930887,0,0,0.02537431011,2
290,1,3,2,0.2711736617,0,0,0.01512699257,3
291,1,1,2,0.3214375471,0,0,0.1539049502,2
292,1,1,2,0.2334757477,1,0,0.1777747589,1
293,0,2,1,0.4470972606,0,0,0.02513032636,1
294,0,3,2,0.2963056044,0,0,0.01727404958,2
295,0,3,1,0.2963056044,0,0,0.01541157521,2
296,0,1,1,0.4345312893,0,0,0.05410739813,1
297,0,3,1,0.2900226187,0,0,0.01411045867,1
298,0,1,2,0.01985423473,1,2,0.2958058998,2
299,1,1,1,0.3088715758,0,0,0.05953203526,2
300,1,1,2,0.6230208595,0,1,0.483128426,1
301,1,3,2,0.1832118623,0,0,0.01512699257,3
302,1,3,1,0.8869062579,2,0,0.0453809777,3
303,0,3,1,0.2334757477,0,0,0,2
304,1,2,2,0.2209097763,0,0,0.02410559461,3
305,0,3,1,0.7361146017,0,0,0.01571255357,2
306,1,1,1,0.006282985675,1,2,0.2958058998,2
307,1,1,2,0.8617743152,0,0,0.2164297877,1
308,1,1,2,0.208343805,1,0,0.2125586439,1
309,0,2,1,0.3717014325,1,0,0.04684488021,1
310,1,1,2,0.3717014325,0,0,0.1111183981,1
311,1,1,2,0.2963056044,0,0,0.1623141917,1
312,1,1,2,0.2209097763,2,2,0.5121218935,1
313,0,2,2,0.3214375471,1,1,0.05074862022,2
314,0,3,1,0.3465694898,0,0,0.01541157521,2
315,0,2,1,0.5350590601,1,1,0.05123658773,2
316,1,3,2,0.3214375471,0,0,0.01533037742,2
317,1,2,2,0.2963056044,1,0,0.05074862022,2
318,0,2,1,0.6732847449,0,0,0.02732618012,2
319,1,1,2,0.3842674039,0,2,0.3217983671,2
320,1,1,2,0.497361146,1,1,0.2625265162,1
321,0,3,1,0.2711736617,0,0,0.01415105756,2
322,0,3,1,0.3340035185,0,0,0.01541157521,2
323,1,2,2,0.3717014325,0,0,0.02410559461,3
324,1,2,2,0.2711736617,1,1,0.05660423025,2
325,0,3,1,0.01985423473,8,2,0.1357525591,2
326,1,1,2,0.4470972606,0,0,0.2647385704,1
327,0,3,1,0.7612465444,0,0,0.01217478918,2
328,1,2,2,0.4470972606,0,0,0.02537431011,2
329,1,3,2,0.3842674039,1,1,0.04006213193,2
330,1,1,2,0.1957778336,0,1,0.1131678616,1
331,1,3,2,0.04498617743,2,0,0.0453809777,3
332,0,1,1,0.5664739884,0,0,0.05562829524,2
333,0,1,1,0.4722292033,0,1,0.2995388512,2
334,0,3,1,0.1957778336,2,0,0.03513366015,2
335,1,1,2,0.03242020608,1,0,0.2608674266,2
336,0,3,1,0.03242020608,0,0,0.01541157521,2
337,0,1,1,0.3591354612,1,0,0.1299945426,2
338,1,1,2,0.5099271174,0,0,0.2625265162,1
339,1,3,1,0.5601910028,0,0,0.01571255357,2
340,0,1,1,0.5601910028,0,0,0.0692913853,2
341,1,2,1,0.01985423473,1,1,0.05074862022,2
342,1,1,2,0.2963056044,3,2,0.5133418123,2
343,0,2,1,0.3465694898,0,0,0.02537431011,2
344,0,2,1,0.3088715758,0,0,0.02537431011,2
345,0,2,1,0.4470972606,0,0,0.02537431011,2
346,1,2,2,0.2963056044,0,0,0.02537431011,2
347,1,2,2,0.497361146,0,0,0.02537431011,2
348,1,3,2,0.9748680573,1,0,0.03142510714,2
349,1,3,1,0.03242020608,1,1,0.03103473314,2
350,0,3,1,0.5224930887,0,0,0.01690807395,2
351,0,3,1,0.2837396331,0,0,0.01800600083,2
352,0,1,1,0.08268409148,0,0,0.0683154503,2
353,0,3,1,0.1832118623,1,1,0.01411045867,1
354,0,3,1,0.3088715758,1,0,0.03474328615,2
355,0,3,1,0.6984166876,0,0,0.01410226081,1
356,0,3,1,0.3465694898,0,0,0.01854276508,2
357,1,1,2,0.2711736617,0,1,0.1073528505,2
358,0,2,2,0.4722292033,0,0,0.02537431011,2
359,1,3,2,0.01985423473,0,0,0.01537917417,3
360,1,3,2,0.1203820055,0,0,0.01537917417,3
361,0,3,1,0.497361146,1,4,0.05445717324,2
362,0,2,1,0.3591354612,1,0,0.05410739813,1
363,0,3,2,0.5601910028,0,1,0.02821271948,1
364,0,3,1,0.4345312893,0,0,0.01376068356,2
365,0,3,1,0.3214375471,1,0,0.03025398513,3
366,0,3,1,0.3717014325,0,0,0.01415105756,2
367,1,1,2,0.748680573,1,0,0.1468782181,1
368,1,3,2,0.5978889168,0,0,0.01411045867,1
369,1,3,2,0.5727569741,0,0,0.01512699257,3
370,1,1,2,0.2963056044,0,0,0.1352645916,1
371,1,1,1,0.3088715758,1,0,0.1082149915,1
372,0,3,1,0.2209097763,1,0,0.0126789572,2
373,0,3,1,0.2334757477,0,0,0.01571255357,2
374,0,1,1,0.2711736617,0,0,0.2647385704,1
375,0,3,2,0.03242020608,3,1,0.04113566043,2
376,1,1,2,0.1957778336,1,0,0.1603867201,1
377,1,3,2,0.2711736617,0,0,0.01415105756,2
378,0,1,1,0.3340035185,0,2,0.4128205068,1
379,0,3,1,0.246041719,0,0,0.007831878409,1
380,0,3,1,0.2334757477,0,0,0.01517578932,2
381,1,1,2,0.5224930887,0,0,0.4440992237,1
382,1,3,2,0.007288263383,0,2,0.03072575211,1
383,0,3,1,0.3968333752,0,0,0.01546856982,2
384,1,1,2,0.4345312893,1,0,0.1014972404,2
385,0,3,1,0.007288263383,0,0,0.01541157521,2
386,0,2,1,0.2209097763,0,0,0.1434624456,2
387,0,3,1,0.007288263383,5,2,0.0915427034,2
388,1,2,2,0.4470972606,0,0,0.02537431011,2
389,0,3,1,0.4345312893,0,0,0.01508639367,3
390,1,2,2,0.208343805,0,0,0.0234224401,1
391,1,1,1,0.4470972606,1,2,0.234224401,2
392,1,3,1,0.2586076904,0,0,0.01521638821,2
393,0,3,1,0.3465694898,2,0,0.01546856982,2
394,1,1,2,0.2837396331,1,0,0.2210980752,1
395,1,3,2,0.2963056044,0,2,0.03259622914,2
396,0,3,1,0.2711736617,0,0,0.01521638821,2
397,0,3,2,0.3842674039,0,0,0.01533037742,2
398,0,2,1,0.5727569741,0,0,0.05074862022,2
399,0,2,1,0.2837396331,0,0,0.02049463509,2
400,1,2,2,0.3465694898,0,0,0.02469115561,2
401,1,3,1,0.4847951747,0,0,0.01546856982,2
402,0,3,1,0.3214375471,0,0,0.01571255357,2
403,0,3,2,0.2586076904,1,0,0.01917712283,2
404,0,3,1,0.3465694898,1,0,0.03093713964,2
405,0,3,2,0.246041719,0,0,0.01690807395,2
406,0,2,1,0.4219653179,1,0,0.04098927018,2
407,0,3,1,0.6355868309,0,0,0.01512699257,2
408,1,2,1,0.03242020608,1,1,0.03659756266,2
409,0,3,1,0.2586076904,0,0,0.01517578932,2
410,0,3,2,0.2209097763,3,1,0.04970768795,2
411,0,3,1,0.3214375471,0,0,0.01541157521,2
412,0,3,1,0.8743402865,0,0,0.01338651008,3
413,1,1,2,0.4093993466,1,0,0.1756683008,3
414,0,2,1,0.4219653179,0,0,0,2
415,1,3,1,0.5476250314,0,0,0.01546856982,2
416,0,3,2,0.8617743152,0,0,0.01571255357,2
417,1,2,2,0.4219653179,1,1,0.06343577528,2
418,1,2,2,0.2209097763,0,2,0.02537431011,2
419,0,2,1,0.3717014325,0,0,0.02537431011,2
420,0,3,2,0.1203820055,0,2,0.04713766071,2
421,0,3,1,0.8617743152,0,0,0.01541157521,1
422,0,3,1,0.2586076904,0,0,0.01509439634,3
423,0,3,1,0.3591354612,0,0,0.01537097632,2
424,0,3,2,0.3465694898,1,1,0.02810692812,2
425,0,3,1,0.2209097763,1,1,0.03945217255,2
426,0,3,1,0.9120382006,0,0,0.01415105756,2
427,1,2,2,0.3465694898,1,0,0.05074862022,2
428,1,2,2,0.2334757477,0,0,0.05074862022,2
429,0,3,1,0.3214375471,0,0,0.01512699257,3
430,1,3,1,0.3968333752,0,0,0.01571255357,2
431,1,1,1,0.3465694898,0,0,0.05182214873,2
432,1,3,2,0.9497361146,1,0,0.03142510714,2
433,1,2,2,0.5224930887,1,0,0.05074862022,2
434,0,3,1,0.208343805,0,0,0.01390707381,2
435,0,1,1,0.6230208595,1,0,0.1091095335,2
436,1,1,2,0.1706458909,1,2,0.234224401,2
437,0,3,2,0.2586076904,2,2,0.06709553154,2
438,1,2,2,0.2963056044,2,3,0.03659756266,2
439,0,1,1,0.7989444584,1,4,0.5133418123,2
440,0,2,1,0.3842674039,0,0,0.02049463509,2
441,1,2,2,0.5601910028,1,1,0.05123658773,2
442,0,3,1,0.246041719,0,0,0.01854276508,2
443,0,3,1,0.3088715758,1,0,0.01517578932,2
444,1,2,2,0.3465694898,0,0,0.02537431011,2
445,1,3,1,0.6481528022,0,0,0.01583454544,2
446,1,1,1,0.04498617743,0,2,0.1597767607,2
447,1,2,2,0.1580799196,0,1,0.03806146517,2
448,1,1,1,0.4219653179,0,0,0.05182214873,2
449,1,3,2,0.05755214878,2,1,0.03758969819,1
450,1,1,1,0.6481528022,0,0,0.05953203526,2
451,0,2,1,0.4470972606,1,2,0.05416439274,2
452,0,3,1,0.6481528022,1,0,0.0389724029,2
453,0,1,1,0.3717014325,0,0,0.05416439274,1
454,1,1,1,0.6104548882,1,0,0.1739198156,1
455,0,3,1,0.4093993466,0,0,0.01571255357,2
456,1,3,1,0.3591354612,0,0,0.01541157521,1
457,0,1,1,0.8115104298,0,0,0.05182214873,2
458,1,1,2,0.3968333752,1,0,0.1012288583,2
459,1,2,2,0.6230208595,0,0,0.02049463509,2
460,0,3,1,0.3088715758,0,0,0.01512699257,3
461,1,1,1,0.5978889168,0,0,0.05182214873,2
462,0,3,1,0.4219653179,0,0,0.01571255357,2
463,0,1,1,0.5853229455,0,0,0.07514699533,2
464,0,2,1,0.5978889168,0,0,0.02537431011,2
465,0,3,1,0.5224930887,0,0,0.01571255357,2
466,0,3,1,0.4722292033,0,0,0.01376068356,2
467,0,2,1,0.6607187736,0,0,0,2
468,0,1,1,0.6984166876,0,0,0.05182214873,2
469,0,3,1,0.7738125157,0,0,0.01507819582,3
470,1,3,2,0.004146770545,2,1,0.03758969819,1
471,0,3,1,0.8240764011,0,0,0.01415105756,2
472,0,3,1,0.4722292033,0,0,0.01690807395,2
473,1,2,2,0.4093993466,1,2,0.05416439274,2
474,1,2,2,0.2837396331,0,0,0.0269196056,1
475,0,3,2,0.2711736617,0,0,0.01920152121,2
476,0,1,1,0.6481528022,0,0,0.1014972404,2
477,0,2,1,0.4219653179,1,0,0.04098927018,2
478,0,3,1,0.3591354612,1,0,0.01375248571,2
479,0,3,1,0.2711736617,0,0,0.01467962396,2
480,1,3,2,0.01985423473,0,1,0.02398360273,2
481,0,3,1,0.1078160342,5,2,0.0915427034,2
482,0,2,1,0.7235486303,0,0,0,2
483,0,3,1,0.6230208595,0,0,0.01571255357,2
484,1,3,2,0.7863784871,0,0,0.01871355371,2
485,1,1,1,0.3088715758,1,0,0.1777747589,1
486,0,3,2,0.6607187736,3,1,0.04970768795,2
487,1,1,2,0.4345312893,1,0,0.1756683008,2
488,0,1,1,0.7235486303,0,0,0.05797053925,1
489,0,3,1,0.3717014325,0,0,0.01571255357,2
490,1,3,1,0.1078160342,1,1,0.03103473314,2
491,0,3,1,0.03242020608,1,0,0.0389724029,2
492,0,3,1,0.2586076904,0,0,0.01415105756,2
493,0,1,1,0.6858507163,0,0,0.05953203526,2
494,0,1,1,0.8869062579,0,0,0.09662576328,1
495,0,3,1,0.2586076904,0,0,0.01571255357,2
496,0,3,1,0.6481528022,0,0,0.02822072215,1
497,1,1,2,0.6732847449,1,0,0.1527664244,1
498,0,3,1,0.3842674039,0,0,0.02947323713,2
499,0,1,2,0.3088715758,1,2,0.2958058998,2
500,0,3,1,0.2963056044,0,0,0.01521638821,2
